period,candidate,L2,share_smooth,period_start,period_end
2023-01-16/2023-01-22,柯文哲,L2-01,0.11396015549076773,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-02,0.047921390778533635,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-03,0.025218658892128275,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-04,0.025283446712018137,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-05,0.20177437641723356,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-06,0.13124986502537522,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-07,0.1902445740200842,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,柯文哲,L2-08,0.016855631141345424,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-01,0.11031230674087818,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-02,0.012891156462585035,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-03,0.012891156462585035,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-04,0.012891156462585035,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-05,0.2704672878142266,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-06,0.24996768537584863,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-07,0.12235235852582792,2023-01-16,2023-01-16/2023-01-22
2023-01-16/2023-01-22,赖清德,L2-08,0.07663907521050377,2023-01-16,2023-01-16/2023-01-22
2023-01-23/2023-01-29,侯友宜,L2-01,0.12244897959183673,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-02,0.0,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-03,0.0,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-04,0.0,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-05,0.12244897959183673,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-06,0.02040816326530612,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-07,0.2040816326530612,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,侯友宜,L2-08,0.0,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-01,0.03654033041788144,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-02,0.02040816326530612,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-03,0.0029154518950437317,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-04,0.0,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-05,0.10272108843537416,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-06,0.15587949465500486,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-07,0.035568513119533525,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,柯文哲,L2-08,0.0,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-01,0.20027591456162885,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-02,0.004081632653061225,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-03,0.06437847866419294,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-04,0.010575139146567717,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-05,0.16487560058988632,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-06,0.07579325436468294,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-07,0.05710479996194281,2023-01-23,2023-01-23/2023-01-29
2023-01-23/2023-01-29,赖清德,L2-08,0.052376195233338085,2023-01-23,2023-01-23/2023-01-29
2023-01-30/2023-02-05,侯友宜,L2-01,0.12244897959183673,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-02,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-03,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-04,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-05,0.02040816326530612,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-06,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-07,0.12244897959183673,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,侯友宜,L2-08,0.1020408163265306,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-01,0.053449951409135076,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-02,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-03,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-04,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-05,0.07687074829931974,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-06,0.2118561710398445,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-07,0.0750242954324587,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,柯文哲,L2-08,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-01,0.15430963594228903,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-02,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-03,0.0336248785228377,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-04,0.0,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-05,0.132892277790237,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-06,0.07654182552141735,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-07,0.10505344995140913,2023-01-30,2023-01-30/2023-02-05
2023-01-30/2023-02-05,赖清德,L2-08,0.029117141362039325,2023-01-30,2023-01-30/2023-02-05
2023-02-06/2023-02-12,侯友宜,L2-01,0.30612244897959184,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-02,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-03,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-04,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-05,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-06,0.18367346938775508,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-07,0.08163265306122448,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,侯友宜,L2-08,0.04081632653061224,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-01,0.0836734693877551,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-02,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-03,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-04,0.024489795918367346,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-05,0.2306122448979592,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-06,0.17210884353741498,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-07,0.0326530612244898,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,柯文哲,L2-08,0.0,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-01,0.16975235052571253,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-02,0.01727533118510562,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-03,0.035855140205301325,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-04,0.019047619047619046,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-05,0.3011204096059091,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-06,0.17069852810991373,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-07,0.15818201967503792,2023-02-06,2023-02-06/2023-02-12
2023-02-06/2023-02-12,赖清德,L2-08,0.01851567694747072,2023-02-06,2023-02-06/2023-02-12
2023-02-13/2023-02-19,侯友宜,L2-01,0.061224489795918366,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-02,0.0,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-03,0.0,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-04,0.0,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-05,0.0,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-06,0.13265306122448978,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-07,0.14285714285714285,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,侯友宜,L2-08,0.0,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-01,0.19824667962423065,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-02,0.012896825396825396,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-03,0.03733398121153223,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-04,0.004081632653061225,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-05,0.09290978296080336,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-06,0.14241982507288628,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-07,0.04498704243602203,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,柯文哲,L2-08,0.003826530612244898,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-01,0.13119415493207115,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-02,0.07309089049153496,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-03,0.038519375361480625,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-04,0.011661807580174927,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-05,0.1644160440347336,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-06,0.2123943099507009,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-07,0.10062784512301161,2023-02-13,2023-02-13/2023-02-19
2023-02-13/2023-02-19,赖清德,L2-08,0.004296455424274974,2023-02-13,2023-02-13/2023-02-19
2023-02-20/2023-02-26,侯友宜,L2-01,0.1020408163265306,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-02,0.0,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-03,0.0,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-04,0.0,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-05,0.02040816326530612,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-06,0.061224489795918366,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-07,0.14285714285714285,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,侯友宜,L2-08,0.04081632653061224,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-01,0.17476514415289926,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-02,0.034033851635892454,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-03,0.0550453514739229,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-04,0.011358114674441203,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-05,0.08727324263038548,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-06,0.10682701652089407,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-07,0.10066002591512795,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,柯文哲,L2-08,0.005952380952380952,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-01,0.14717491006427633,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-02,0.030382077643087316,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-03,0.015514977920992958,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-04,0.015191038821543655,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-05,0.18260361788825805,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-06,0.1089032104069698,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-07,0.1307861490460846,2023-02-20,2023-02-20/2023-02-26
2023-02-20/2023-02-26,赖清德,L2-08,0.012889366272824923,2023-02-20,2023-02-20/2023-02-26
2023-02-27/2023-03-05,侯友宜,L2-01,0.017857142857142856,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-02,0.0,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-03,0.0,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-04,0.03571428571428571,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-05,0.2423469387755102,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-06,0.1403061224489796,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-07,0.22193877551020408,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,侯友宜,L2-08,0.11989795918367348,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-01,0.17480048296374825,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-02,0.07515755219836853,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-03,0.030466472303207,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-04,0.12937317784256558,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-05,0.1721773124834349,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-06,0.13685396236416644,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-07,0.17242910151073418,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,柯文哲,L2-08,0.01530612244897959,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-01,0.08459925323512864,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-02,0.007518796992481207,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-03,0.007876834944504117,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-04,0.029645542427497316,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-05,0.18005698520009508,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-06,0.16008719277184555,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-07,0.1396002009826487,2023-02-27,2023-02-27/2023-03-05
2023-02-27/2023-03-05,赖清德,L2-08,0.013647564288873445,2023-02-27,2023-02-27/2023-03-05
2023-03-06/2023-03-12,侯友宜,L2-01,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-02,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-03,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-04,0.00510204081632653,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-05,0.04591836734693877,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-06,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-07,0.04081632653061224,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,侯友宜,L2-08,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-01,0.09729952587095445,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-02,0.017316017316017316,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-03,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-04,0.006802721088435374,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-05,0.0608534322820037,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-06,0.09800041228612656,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-07,0.07491238919810349,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,柯文哲,L2-08,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-01,0.08676466009744857,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-02,0.03767515505711928,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-03,0.0072675032746017665,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-04,0.0,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-05,0.23104891951332127,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-06,0.13169630606955654,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-07,0.12364868144053957,2023-03-06,2023-03-06/2023-03-12
2023-03-06/2023-03-12,赖清德,L2-08,0.01874433984119964,2023-03-06,2023-03-06/2023-03-12
2023-03-13/2023-03-19,侯友宜,L2-01,0.0,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-02,0.0,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-03,0.0,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-04,0.030612244897959183,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-05,0.030612244897959183,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-06,0.043731778425655975,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-07,0.014577259475218656,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,侯友宜,L2-08,0.0,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-01,0.08826842092148214,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-02,0.0,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-03,0.031509307019511094,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-04,0.0,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-05,0.03289227779023696,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-06,0.038000548204629836,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-07,0.05391094166604371,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,柯文哲,L2-08,0.08936981385960978,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-01,0.23892618029707643,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-02,0.02804297890810758,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-03,0.05867951923852545,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-04,0.017857142857142856,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-05,0.33561880050345,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-06,0.17369432056654774,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-07,0.11850066772427019,2023-03-13,2023-03-13/2023-03-19
2023-03-13/2023-03-19,赖清德,L2-08,0.05193038254262745,2023-03-13,2023-03-13/2023-03-19
2023-03-20/2023-03-26,侯友宜,L2-01,0.0,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-02,0.0,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-03,0.04081632653061224,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-04,0.0,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-05,0.16326530612244897,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-06,0.11953352769679301,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-07,0.026239067055393583,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,侯友宜,L2-08,0.0,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-01,0.08417432907228826,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-02,0.013119533527696792,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-03,0.028083028083028077,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-04,0.0,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-05,0.04547606588422914,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-06,0.04278487951957339,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-07,0.07134135705564276,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,柯文哲,L2-08,0.057773292467170015,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-01,0.17697751422870503,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-02,0.025813896987366382,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-03,0.07697636658349975,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-04,0.008928571428571428,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-05,0.18661511455580698,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-06,0.13885909132540042,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-07,0.17049706420761293,2023-03-20,2023-03-20/2023-03-26
2023-03-20/2023-03-26,赖清德,L2-08,0.09484598196211876,2023-03-20,2023-03-20/2023-03-26
2023-03-27/2023-04-02,侯友宜,L2-01,0.0,2023-03-27,2023-03-27/2023-04-02
2023-03-27/2023-04-02,侯友宜,L2-02,0.0,2023-03-27,2023-03-27/2023-04-02
2023-03-27/2023-04-02,侯友宜,L2-03,0.05442176870748299,2023-03-27,2023-03-27/2023-04-02
2023-03-27/2023-04-02,侯友宜,L2-04,0.0,2023-03-27,2023-03-27/2023-04-02
2023-03-27/2023-04-02,侯友宜,L2-05,0.14285714285714285,2023-03-27,2023-03-27/2023-04-02
