doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier,debate_short_review,drop_reason,winner__source_file,winner_source,winner__corpus_tier,winner_unit_id
_3825c50ce852,_3825c50ce852_u000,"吳欣盈更新財產申報仍缺配偶 吳辦:仍在努力溝通 2024/1/2 20:34 (1/2 21:00 更新) (中央社記者陳俊華、郭建伸台北2日電)民眾黨副總統候選人吳欣盈在去年12月29日更新財產申報內容,新增兒子的2筆存款共約16萬8169元,但仍未申報丈夫的財產資訊;",context,,"中央選舉委員會在民國112年12月5日公告總統、副總統候選人財產申報資料,吳欣盈因未申報比利時籍配偶財產,引起各界關注。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,780b92895369fc6b29d21171050c90b8,False,02_Ke_chinatimes_news,2024-01-02 20:34:00,"吳欣盈更新財產申報仍缺配偶 吳辦:仍在努力溝通 2024/1/2 20:34 (1/2 21:00 更新) (中央社記者陳俊華、郭建伸台北2日電)民眾黨副總統候選人吳欣盈在去年12月29日更新財產申報內容,新增兒子的2筆存款共約16萬8169元,但仍未申報丈夫的財產資訊;",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4282743334770202,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_3825c50ce852_u000
_3825c50ce852,_3825c50ce852_u000,"吳欣盈更新財產申報仍缺配偶 吳辦:仍在努力溝通 2024/1/2 20:34 (1/2 21:00 更新) (中央社記者陳俊華、郭建伸台北2日電)民眾黨副總統候選人吳欣盈在去年12月29日更新財產申報內容,新增兒子的2筆存款共約16萬8169元,但仍未申報丈夫的財產資訊;",context,,"中央選舉委員會在民國112年12月5日公告總統、副總統候選人財產申報資料,吳欣盈因未申報比利時籍配偶財產,引起各界關注。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,780b92895369fc6b29d21171050c90b8,False,03_Lai_chinatimes_news,2024-01-02 20:34:00,"吳欣盈更新財產申報仍缺配偶 吳辦:仍在努力溝通 2024/1/2 20:34 (1/2 21:00 更新) (中央社記者陳俊華、郭建伸台北2日電)民眾黨副總統候選人吳欣盈在去年12月29日更新財產申報內容,新增兒子的2筆存款共約16萬8169元,但仍未申報丈夫的財產資訊;",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5036037564277649,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_3825c50ce852_u000
_35dbbe9aa91d,_35dbbe9aa91d_u003,"國民黨總統參選人侯友宜支持度則僅為23%,落居末位,另有14%受訪者沒有表示意見。",claim,"民進黨參選人賴清德支持度則為30%位居第二,與柯文哲差3個百分點;",,"[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,780e76620c4848177431d7f7bb658a86,False,02_Ke_tvbs_news,2023-06-18 11:05:00,"國民黨總統參選人侯友宜支持度則僅為23%,落居末位,另有14%受訪者沒有表示意見。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5207314491271973,,,True,KEEP,01_news_datasets/02_Ke_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_tvbs_news_units.csv,01_Ho_tvbs_news.csv,1,_35dbbe9aa91d_u003
_35dbbe9aa91d,_35dbbe9aa91d_u003,"國民黨總統參選人侯友宜支持度則僅為23%,落居末位,另有14%受訪者沒有表示意見。",claim,"民進黨參選人賴清德支持度則為30%位居第二,與柯文哲差3個百分點;",,"[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,780e76620c4848177431d7f7bb658a86,False,03_Lai_tvbs_news,2023-06-18 11:05:00,"國民黨總統參選人侯友宜支持度則僅為23%,落居末位,另有14%受訪者沒有表示意見。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5065797567367554,,,True,KEEP,01_news_datasets/03_Lai_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_tvbs_news_units.csv,01_Ho_tvbs_news.csv,1,_35dbbe9aa91d_u003
_42c076cf419e,_42c076cf419e_u005,"將來還是想跟民眾黨組成聯合政府,吳欣盈將來可能是內閣的一員。",context,"副總統辯論會媒體提問一覽 蕭美琴吳欣盈趙少康交叉攻防 趙少康說,民眾黨總統候選人柯文哲不是總統,吳欣盈則是立委,他有什麼好質疑的,他沒有將吳欣盈當空氣,「但是重點不在她身上,這是事實」。","至於想與柯文哲組聯合政府,是否在向民眾黨招手。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,78103c39cf76bcfd17e94be0faafcfe8,False,02_Ke_chinatimes_news,2024-01-01 18:19:00,"將來還是想跟民眾黨組成聯合政府,吳欣盈將來可能是內閣的一員。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5818264484405518,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_42c076cf419e_u005
_42c076cf419e,_42c076cf419e_u005,"將來還是想跟民眾黨組成聯合政府,吳欣盈將來可能是內閣的一員。",context,"副總統辯論會媒體提問一覽 蕭美琴吳欣盈趙少康交叉攻防 趙少康說,民眾黨總統候選人柯文哲不是總統,吳欣盈則是立委,他有什麼好質疑的,他沒有將吳欣盈當空氣,「但是重點不在她身上,這是事實」。","至於想與柯文哲組聯合政府,是否在向民眾黨招手。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,78103c39cf76bcfd17e94be0faafcfe8,False,03_Lai_chinatimes_news,2024-01-01 18:19:00,"將來還是想跟民眾黨組成聯合政府,吳欣盈將來可能是內閣的一員。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5497610569000244,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_42c076cf419e_u005
meeting2_29087886b1a9,meeting2_29087886b1a9_u189,柯文哲: 我认为政府不一定每件事情都会做对。,claim,"柯文哲: 所以是因为收入减支出,你们把特别预算不算,又把这个借款当作收入,才会出现这种盈余。",柯文哲: 再来你刚才又在讲社会住宅。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,7815212a5fadfd50f392e4ed26566445,FALSE,meeting2,,柯文哲: 我认为政府不一定每件事情都会做对。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.620061994,,,FALSE,KEEP,02_conference_datasets/meeting2_units.csv,3,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,02_conference_datasets/Debate_President_units.csv,总统辩论,3,总统辩论_3c9723712c15_u189
_f6598ce2d490,_f6598ce2d490_u012,"早在20年前,2003年他擔任立法委員時就已經提出「癌症防治法」,要求政府寬列預算,從癌症預防、篩檢、治療到後續照顧,政府都應該提出對策。",context,"美國總統拜登最近也針對癌症預防與治療提出登月計劃,要來研究癌症對美國民眾健康的影響,並對症下藥提出對策,保護國人健康;","賴清德並強調,全國藥師、藥商平時在第一線服務,促進民眾健康,在過去三年疫情期間,也站在防疫前線,不管是販賣口罩、篩檢試劑,甚至是送藥到府等,對整體防疫成效產生非常重大的效果與影響,防疫視同作戰,每一位藥師、藥商的肩上都值得配戴光榮勳章,未來也希望與全國藥界合作,共同打造健康台灣。",[],[],False,,783c2661e0bf80e736619bc4ef89fa17,False,03_Lai_ltn_news,2023-07-15 15:35:36,"早在20年前,2003年他擔任立法委員時就已經提出「癌症防治法」,要求政府寬列預算,從癌症預防、篩檢、治療到後續照顧,政府都應該提出對策。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.3119064271450043,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_ltn_news_units.csv,02_Ke_ltn_news,1,_f6598ce2d490_u012
_168c7a62f837,_168c7a62f837_u005,"侯友宜話鋒一轉再指空污要改善,燃煤電廠要關閉,而民進黨承諾的2025非核家園做不到,而且會大停電,又說這不是民進黨說的,是某雜誌預測,而他提出2030減碳台灣、2035低碳台灣、2040無煤台灣。",claim,"〔記者蔡淑媛/台中報導〕國民黨總統參選人侯友宜、台中市立委參選人黃健豪聯合競選總部今天舉辦成立大會,侯友宜致詞時批評,賴清德是台獨工作者,到大選時卻不敢說出口,他嗆不要台獨引戰,批「美德」是謊言,再砲轟民進黨權力使人腐敗,弊案多、派系多,呼籲票投國民黨。","國民黨席朱立倫則批民進黨「沒出息!」對侯友宜抹紅、說他出賣台灣,老是用抗中保台、親中賣台、抹紅國民黨,直呼這「嘸效!」 朱立倫再批民進黨提名不分區立委只會找不敢選、不敢戰的,只有國民黨提名敢選、敢戰的。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,783d08a370974cfb98ec870585d1edde,False,02_Ke_ltn_news,2023-12-02 18:31:01,"侯友宜話鋒一轉再指空污要改善,燃煤電廠要關閉,而民進黨承諾的2025非核家園做不到,而且會大停電,又說這不是民進黨說的,是某雜誌預測,而他提出2030減碳台灣、2035低碳台灣、2040無煤台灣。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.4174339175224304,,,False,KEEP,01_news_datasets/02_Ke_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_168c7a62f837_u005
_168c7a62f837,_168c7a62f837_u005,"侯友宜話鋒一轉再指空污要改善,燃煤電廠要關閉,而民進黨承諾的2025非核家園做不到,而且會大停電,又說這不是民進黨說的,是某雜誌預測,而他提出2030減碳台灣、2035低碳台灣、2040無煤台灣。",claim,"〔記者蔡淑媛/台中報導〕國民黨總統參選人侯友宜、台中市立委參選人黃健豪聯合競選總部今天舉辦成立大會,侯友宜致詞時批評,賴清德是台獨工作者,到大選時卻不敢說出口,他嗆不要台獨引戰,批「美德」是謊言,再砲轟民進黨權力使人腐敗,弊案多、派系多,呼籲票投國民黨。","國民黨席朱立倫則批民進黨「沒出息!」對侯友宜抹紅、說他出賣台灣,老是用抗中保台、親中賣台、抹紅國民黨,直呼這「嘸效!」 朱立倫再批民進黨提名不分區立委只會找不敢選、不敢戰的,只有國民黨提名敢選、敢戰的。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,783d08a370974cfb98ec870585d1edde,False,03_Lai_ltn_news,2023-12-02 18:31:01,"侯友宜話鋒一轉再指空污要改善,燃煤電廠要關閉,而民進黨承諾的2025非核家園做不到,而且會大停電,又說這不是民進黨說的,是某雜誌預測,而他提出2030減碳台灣、2035低碳台灣、2040無煤台灣。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4694965779781341,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_ltn_news_units.csv,01_Ho_ltn_news,1,_168c7a62f837_u005
_d9e494c1623d,_d9e494c1623d_u003,"王金平中午來到南投市及名間鄉,陪同游顥掃街拜票,王金平接受媒體聯訪時指出,來到南投已經和何勝豐約了要見面,地點在南投市,不過2人就是見面敘舊聊天。",claim,"南投立委選舉第2選區(南投市、竹山鎮、名間鄉、集集鎮、鹿谷鄉、水里鄉及信義鄉),有3人完成登記,分別是中國國民黨提名的南投縣議員游顥、民主進步黨提名的現任立委蔡培慧以及無黨籍陳癸佑。","王金平指出,游顥是國民黨內的青年戰將,初選勝出後,挑戰現任立委支持度卻領先,他也提醒游顥當選後要更努力,為南投鄉親做事。",[],[],True,campaigning,783ffc2c344a18882d084d87377d92ac,False,02_Ke_chinatimes_news,2023-12-17 15:45:00,"王金平中午來到南投市及名間鄉,陪同游顥掃街拜票,王金平接受媒體聯訪時指出,來到南投已經和何勝豐約了要見面,地點在南投市,不過2人就是見面敘舊聊天。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.4195672273635864,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_d9e494c1623d_u003
_d9e494c1623d,_d9e494c1623d_u003,"王金平中午來到南投市及名間鄉,陪同游顥掃街拜票,王金平接受媒體聯訪時指出,來到南投已經和何勝豐約了要見面,地點在南投市,不過2人就是見面敘舊聊天。",claim,"南投立委選舉第2選區(南投市、竹山鎮、名間鄉、集集鎮、鹿谷鄉、水里鄉及信義鄉),有3人完成登記,分別是中國國民黨提名的南投縣議員游顥、民主進步黨提名的現任立委蔡培慧以及無黨籍陳癸佑。","王金平指出,游顥是國民黨內的青年戰將,初選勝出後,挑戰現任立委支持度卻領先,他也提醒游顥當選後要更努力,為南投鄉親做事。",[],[],True,campaigning,783ffc2c344a18882d084d87377d92ac,False,03_Lai_chinatimes_news,2023-12-17 15:45:00,"王金平中午來到南投市及名間鄉,陪同游顥掃街拜票,王金平接受媒體聯訪時指出,來到南投已經和何勝豐約了要見面,地點在南投市,不過2人就是見面敘舊聊天。",True,institution_only,True,gate: 2 inst terms,False,KEEP,0.4633824825286865,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_d9e494c1623d_u003
_902de45592d3,_902de45592d3_u002,"媒體報導,賴清德昨天在台南表示,他對黑金與貪腐零容忍,標準比其他政黨還高,面對任何貪汙不法,民進黨只會選擇正派跟清流,因此在綠電必須持續發展情況下,未來如果有任何「光電蟑螂」,一定都徹底消除,絕不允許少數寄生蟲影響國家產業健康。",claim,"國民黨總統候選人侯友宜今天說,民進黨哪有清流,只有新潮流,人民詢問弊案貪贓事件,民進黨沒有聽進人民聲音,換他做總統會一件件查清楚。","侯友宜今天到圓山飯店出席行程前接受媒體聯訪時對此表示,民進黨哪有清流,只有新潮流,人民詢問弊案貪贓事件,民進黨沒有聽進人民聲音,換他做總統會一件件查清楚。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,784913d001eea36f94761c5e5b1de49a,False,02_Ke_chinatimes_news,2023-12-18 14:02:00,"媒體報導,賴清德昨天在台南表示,他對黑金與貪腐零容忍,標準比其他政黨還高,面對任何貪汙不法,民進黨只會選擇正派跟清流,因此在綠電必須持續發展情況下,未來如果有任何「光電蟑螂」,一定都徹底消除,絕不允許少數寄生蟲影響國家產業健康。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5074905753135681,,,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_902de45592d3_u002
_902de45592d3,_902de45592d3_u002,"媒體報導,賴清德昨天在台南表示,他對黑金與貪腐零容忍,標準比其他政黨還高,面對任何貪汙不法,民進黨只會選擇正派跟清流,因此在綠電必須持續發展情況下,未來如果有任何「光電蟑螂」,一定都徹底消除,絕不允許少數寄生蟲影響國家產業健康。",claim,"國民黨總統候選人侯友宜今天說,民進黨哪有清流,只有新潮流,人民詢問弊案貪贓事件,民進黨沒有聽進人民聲音,換他做總統會一件件查清楚。","侯友宜今天到圓山飯店出席行程前接受媒體聯訪時對此表示,民進黨哪有清流,只有新潮流,人民詢問弊案貪贓事件,民進黨沒有聽進人民聲音,換他做總統會一件件查清楚。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,784913d001eea36f94761c5e5b1de49a,False,03_Lai_chinatimes_news,2023-12-18 14:02:00,"媒體報導,賴清德昨天在台南表示,他對黑金與貪腐零容忍,標準比其他政黨還高,面對任何貪汙不法,民進黨只會選擇正派跟清流,因此在綠電必須持續發展情況下,未來如果有任何「光電蟑螂」,一定都徹底消除,絕不允許少數寄生蟲影響國家產業健康。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.528803288936615,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_902de45592d3_u002
_d790a588ccc2,_d790a588ccc2_u015,(編輯:林克倫)1120716 綠營遺憾716凱道集會變味 黃國昌:拚訴求非造勢 全代會碰凱道集會 賴清德:傾聽聲音、不以人廢言 賴清德:維持現狀 以中華民國台灣團結社會 民進黨全代會登場 陳建仁秀政績:給世界更好的台灣 蔡英文授旗賴清德 相信能接棒穩健帶領台灣 蔡總統允續推居住正義 賴清德拋0到6歲國家養2.0 時力指雲林黨部染黑 民眾黨:社會應給更生人機會 新竹縣市電動車增 民眾盼社區充電樁法規與時俱進 柯文哲:政府撒幣成效差 道安不應只是口號願景[影] 郭台銘預告下週與柯侯見面:在等柯文哲電話 一代醫人杜聰明漫畫發表 柯文哲:令人景仰的人物 2023/07/17 13:20 2023/07/17 12:24 2023/07/16 20:45 2023/07/16 19:01 2023/07/16 18:12,context,"透過 Google News 王婉諭說,柯文哲與苗栗縣長鍾東錦、前立委顏清標家族站在一起,當侯友宜、郭台銘忙著結交鍾東錦與顏清標家族,「柯文哲也在做一樣的事情」。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}, {""name"": ""綠營"", ""party"": ""DPP""}]",[],True,campaigning,784fcc659460c089049b0ab46fcd9cd7,False,03_Lai_chinatimes_news,2023-07-16 20:45:00,"(編輯:林克倫)1120716 綠營遺憾716凱道集會變味 黃國昌:拚訴求非造勢 全代會碰凱道集會 賴清德:傾聽聲音、不以人廢言 賴清德:維持現狀 以中華民國台灣團結社會 民進黨全代會登場 陳建仁秀政績:給世界更好的台灣 蔡英文授旗賴清德 相信能接棒穩健帶領台灣 蔡總統允續推居住正義 賴清德拋0到6歲國家養2.0 時力指雲林黨部染黑 民眾黨:社會應給更生人機會 新竹縣市電動車增 民眾盼社區充電樁法規與時俱進 柯文哲:政府撒幣成效差 道安不應只是口號願景[影] 郭台銘預告下週與柯侯見面:在等柯文哲電話 一代醫人杜聰明漫畫發表 柯文哲:令人景仰的人物 2023/07/17 13:20 2023/07/17 12:24 2023/07/16 20:45 2023/07/16 19:01 2023/07/16 18:12 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_d790a588ccc2_u015
_a6f9f3654857,_a6f9f3654857_u014,"11月10日公布的民調蘇清泉24.6%,也低估了22個百分點。",context,"透過 Google News 侯辦表示,匯流民調在屏東市長選舉也把蘇清泉嚴重低估,去年10月6日公布的民調蘇清泉只有18.7%,比最後結果低估了27.9個百分點;","侯辦表示,匯流民調是柯文哲長期配合的御用民調公司,過去又經常失準,再加上量身訂做的問卷題目,這樣的民調結果不具參考價值,更與柯文哲一再強調的公正與科學相去甚遠,令人難以接受與信服。",[],[],False,,785a538265561c45420ba5bf11a83408,False,03_Lai_chinatimes_news,2023-11-09 20:38:00,"11月10日公布的民調蘇清泉24.6%,也低估了22個百分點。",True,institution_only,True,gate: core_election,False,REVIEW,0.2850499153137207,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_a6f9f3654857_u014
meeting2_5abdc99432aa,meeting2_5abdc99432aa_u017,"三组候选人当中我最有经验,可以继续走蔡英文总统的外交路线,让台湾持续走入国际,赢得国际社会的支持。",claim,蔡英文总统的外交路线的确获得国际社会的肯定。,"赖清德: 那蔡英文总统的路线基本上是以台湾为优先,不循过去国民党的老路,同时以民主,自由,人权为价值,跟民主阵营站在一起未来我会以过去的经验,特别是萧美琴,过去担任美国大使。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,7871f562dcac21f031f2575ae911f3d8,FALSE,meeting2,,"三组候选人当中我最有经验,可以继续走蔡英文总统的外交路线,让台湾持续走入国际,赢得国际社会的支持。",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.585439503,,,FALSE,KEEP,02_conference_datasets/meeting2_units.csv,3,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,02_conference_datasets/Debate_President_units.csv,总统辩论,3,总统辩论_e76e2f37b3f6_u017
_717d231259ef,_717d231259ef_u002,"不分區立委名單一次看 民進黨林月琴、國民黨韓國瑜、民眾黨黃珊珊列第1 不分區政見發表 民進黨:藍白國會過半將一黨超大 不分區政見發表 國民黨:不斷把韓國瑜抬出來談暴露恐懼 不分區政見發表 民眾黨:棄藍綠人民才有未來 不分區政見發表 時力批韓國瑜不適任議長 播出次序與不分區立委政黨號次相同,以下為完整順序: 1號小民參政歐巴桑聯盟2號台灣綠黨3號台灣雙語無法黨4號台灣基進5號中華統一促進黨6號民主進步黨7號制度救世島8號時代力量9號中國國民黨10號司法改革黨11號新黨12號台灣民眾黨13號台灣維新14號親民黨15號人民最大黨16號台灣團結聯盟 (編輯:李念庭)1130108 總統立委選舉公報這裡查 柯文哲賴清德侯友宜學經歷政見一次看 不分區立委是什麼?",context,"中選會說明,政黨電視政見發表會政黨分配使用時間以60分鐘為原則,由各政黨依其全國不分區及僑居國外國民立法委員選舉候選人人數比例分配。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],True,debate/manifesto,7877ab7e1c06aae196156fe13985101b,False,03_Lai_chinatimes_news,2024-01-08 16:33:00,"不分區立委名單一次看 民進黨林月琴、國民黨韓國瑜、民眾黨黃珊珊列第1 不分區政見發表 民進黨:藍白國會過半將一黨超大 不分區政見發表 國民黨:不斷把韓國瑜抬出來談暴露恐懼 不分區政見發表 民眾黨:棄藍綠人民才有未來 不分區政見發表 時力批韓國瑜不適任議長 播出次序與不分區立委政黨號次相同,以下為完整順序: 1號小民參政歐巴桑聯盟2號台灣綠黨3號台灣雙語無法黨4號台灣基進5號中華統一促進黨6號民主進步黨7號制度救世島8號時代力量9號中國國民黨10號司法改革黨11號新黨12號台灣民眾黨13號台灣維新14號親民黨15號人民最大黨16號台灣團結聯盟 (編輯:李念庭)1130108 總統立委選舉公報這裡查 柯文哲賴清德侯友宜學經歷政見一次看 不分區立委是什麼?",True,cooccur: actor×institution,True,gate: taiwanicity=3,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_717d231259ef_u002
_6d5b292ba5f6,_6d5b292ba5f6_u031,2020年民進黨仍在國會單獨過半。,context,"親民黨分得3席不分區立委,可組立法院黨團,原先在立院擁有席次的台聯則全軍覆沒。","台北市長柯文哲的民眾黨首次參戰就拿下5席不分區立委,成為第3大黨。","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,787c4937fc0f110c778af36c50a961af,False,03_Lai_chinatimes_news,2024-01-05 09:00:00,2020年民進黨仍在國會單獨過半。,True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.2512242197990417,,,False,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_chinatimes_news_units.csv,02_Ke_chinatimes_news,1,_6d5b292ba5f6_u031
_4664f26174a4,_4664f26174a4_u011,"最後他以蔣經國曾說過的「逆境堅定力、風雨生信心」,強調要找回中華民國的美,找回台灣人的好,讓政黨輪替,找回下一代共同希望與未來。",claim,"侯友宜表示,他已經做好準備,要回應民心思變、政黨輪替的聲音,未來他會在所有行程中,拿出符合台灣的作法,順應世界潮流,贏回人民對政府的信心;",(編輯:郭無患)1120520 蔡總統拋領導人5大條件 肯定賴清德很多特質適合 柯文哲:年輕人看不見希望 我們不能這樣就算了 「柯珊配」無望?,[],[],False,,787f84ab0ef2e4db5873a133458d65a1,False,03_Lai_chinatimes_news,2023-05-20 11:53:00,"最後他以蔣經國曾說過的「逆境堅定力、風雨生信心」,強調要找回中華民國的美,找回台灣人的好,讓政黨輪替,找回下一代共同希望與未來。",True,institution_only,False,,False,KEEP,0.6251621246337891,,,False,REVIEW,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/01_Ho_chinatimes_news_units.csv,01_Ho_chinatimes_news,1,_4664f26174a4_u011
_a4849d1b9da6,_a4849d1b9da6_u006,"專家科普「2步驟」影響大:農藥恐吃下肚 2024總統大選 TVBS報票員招募中 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024十二生肖運勢搶先看 「這生肖」把握前途無量的一年 全新百貨級菜市場正式開幕!",context,更多新聞:2024選舉搶席次!,,[],[],False,,78848d57e71c62d9a9506a38f975fa2d,False,03_Lai_tvbs_news,2023-12-14 22:25:00,"專家科普「2步驟」影響大:農藥恐吃下肚 2024總統大選 TVBS報票員招募中 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024十二生肖運勢搶先看 「這生肖」把握前途無量的一年 全新百貨級菜市場正式開幕!",True,institution_only,True,gate: core_election,False,KEEP,0.5866534113883972,,,True,KEEP,01_news_datasets/03_Lai_tvbs_news_units.csv,1,,cross_corpus_dedup_lower_priority_or_tiebreak_file_order,01_news_datasets/02_Ke_tvbs_news_units.csv,02_Ke_tvbs_news,1,_a4849d1b9da6_u006
