period,candidate,L1,share_smooth,period_end
2023-12-11/2023-12-17,赖清德,L1-06,0.2897594568512936,2023-12-11/2023-12-17
2023-12-11/2023-12-17,赖清德,L1-07,0.2596409336205255,2023-12-11/2023-12-17
2023-12-18/2023-12-24,侯友宜,L1-01,0.0466075204891093,2023-12-18/2023-12-24
2023-12-18/2023-12-24,侯友宜,L1-03,0.1867523900786669,2023-12-18/2023-12-24
2023-12-18/2023-12-24,侯友宜,L1-06,0.3768045787309524,2023-12-18/2023-12-24
2023-12-18/2023-12-24,侯友宜,L1-07,0.22612886315739306,2023-12-18/2023-12-24
2023-12-18/2023-12-24,柯文哲,L1-01,0.059600855532749,2023-12-18/2023-12-24
2023-12-18/2023-12-24,柯文哲,L1-03,0.12493568897809033,2023-12-18/2023-12-24
2023-12-18/2023-12-24,柯文哲,L1-06,0.3788902426319091,2023-12-18/2023-12-24
2023-12-18/2023-12-24,柯文哲,L1-07,0.25878052572764754,2023-12-18/2023-12-24
2023-12-18/2023-12-24,赖清德,L1-01,0.04532778667650008,2023-12-18/2023-12-24
2023-12-18/2023-12-24,赖清德,L1-03,0.17011128475192366,2023-12-18/2023-12-24
2023-12-18/2023-12-24,赖清德,L1-06,0.353867930354177,2023-12-18/2023-12-24
2023-12-18/2023-12-24,赖清德,L1-07,0.18694894280519833,2023-12-18/2023-12-24
2023-12-25/2023-12-31,侯友宜,L1-01,0.07218370730454605,2023-12-25/2023-12-31
2023-12-25/2023-12-31,侯友宜,L1-03,0.1935731594862295,2023-12-25/2023-12-31
2023-12-25/2023-12-31,侯友宜,L1-06,0.22542105252516123,2023-12-25/2023-12-31
2023-12-25/2023-12-31,侯友宜,L1-07,0.25601896047131323,2023-12-25/2023-12-31
2023-12-25/2023-12-31,柯文哲,L1-01,0.0702031645299699,2023-12-25/2023-12-31
2023-12-25/2023-12-31,柯文哲,L1-03,0.0802460352620751,2023-12-25/2023-12-31
2023-12-25/2023-12-31,柯文哲,L1-06,0.30657735602018804,2023-12-25/2023-12-31
2023-12-25/2023-12-31,柯文哲,L1-07,0.2916562538932642,2023-12-25/2023-12-31
2023-12-25/2023-12-31,赖清德,L1-01,0.049732258092395634,2023-12-25/2023-12-31
2023-12-25/2023-12-31,赖清德,L1-03,0.055881601761149265,2023-12-25/2023-12-31
2023-12-25/2023-12-31,赖清德,L1-06,0.30074395813418253,2023-12-25/2023-12-31
2023-12-25/2023-12-31,赖清德,L1-07,0.280186568472598,2023-12-25/2023-12-31
2024-01-01/2024-01-07,侯友宜,L1-01,0.070903274135524,2024-01-01/2024-01-07
2024-01-01/2024-01-07,侯友宜,L1-03,0.1952831152382681,2024-01-01/2024-01-07
2024-01-01/2024-01-07,侯友宜,L1-06,0.27484521570758985,2024-01-01/2024-01-07
2024-01-01/2024-01-07,侯友宜,L1-07,0.28276721278209066,2024-01-01/2024-01-07
2024-01-01/2024-01-07,柯文哲,L1-01,0.07953110276898044,2024-01-01/2024-01-07
2024-01-01/2024-01-07,柯文哲,L1-03,0.13393987100200963,2024-01-01/2024-01-07
2024-01-01/2024-01-07,柯文哲,L1-06,0.31370583567017946,2024-01-01/2024-01-07
2024-01-01/2024-01-07,柯文哲,L1-07,0.26314892375560434,2024-01-01/2024-01-07
2024-01-01/2024-01-07,赖清德,L1-01,0.043788336487930284,2024-01-01/2024-01-07
2024-01-01/2024-01-07,赖清德,L1-03,0.1157110879136429,2024-01-01/2024-01-07
2024-01-01/2024-01-07,赖清德,L1-06,0.23909159452391535,2024-01-01/2024-01-07
2024-01-01/2024-01-07,赖清德,L1-07,0.2709991027286059,2024-01-01/2024-01-07
2024-01-08/2024-01-14,侯友宜,L1-01,0.03434096361727939,2024-01-08/2024-01-14
2024-01-08/2024-01-14,侯友宜,L1-03,0.2345693358945239,2024-01-08/2024-01-14
2024-01-08/2024-01-14,侯友宜,L1-06,0.33267459857372134,2024-01-08/2024-01-14
2024-01-08/2024-01-14,侯友宜,L1-07,0.24794453329541052,2024-01-08/2024-01-14
2024-01-08/2024-01-14,柯文哲,L1-01,0.03024397180713718,2024-01-08/2024-01-14
2024-01-08/2024-01-14,柯文哲,L1-03,0.12186481160631876,2024-01-08/2024-01-14
2024-01-08/2024-01-14,柯文哲,L1-06,0.3073175969055753,2024-01-08/2024-01-14
2024-01-08/2024-01-14,柯文哲,L1-07,0.3274438460916004,2024-01-08/2024-01-14
2024-01-08/2024-01-14,赖清德,L1-01,0.1085795739545397,2024-01-08/2024-01-14
2024-01-08/2024-01-14,赖清德,L1-03,0.1407138386862851,2024-01-08/2024-01-14
2024-01-08/2024-01-14,赖清德,L1-06,0.23006901787616257,2024-01-08/2024-01-14
2024-01-08/2024-01-14,赖清德,L1-07,0.2327583378441967,2024-01-08/2024-01-14
2024-01-15/2024-01-21,柯文哲,L1-01,0.006343825665859587,2024-01-15/2024-01-21
2024-01-15/2024-01-21,柯文哲,L1-03,0.04210401109596385,2024-01-15/2024-01-21
2024-01-15/2024-01-21,柯文哲,L1-06,0.11311900183802338,2024-01-15/2024-01-21
2024-01-15/2024-01-21,柯文哲,L1-07,0.11184819125390269,2024-01-15/2024-01-21
2024-01-15/2024-01-21,赖清德,L1-01,0.03333337837036688,2024-01-15/2024-01-21
2024-01-15/2024-01-21,赖清德,L1-03,0.02949411865473237,2024-01-15/2024-01-21
2024-01-15/2024-01-21,赖清德,L1-06,0.10069108099689392,2024-01-15/2024-01-21
2024-01-15/2024-01-21,赖清德,L1-07,0.10846852222520285,2024-01-15/2024-01-21
2024-01-22/2024-01-28,柯文哲,L1-01,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,柯文哲,L1-03,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,柯文哲,L1-06,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,柯文哲,L1-07,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,赖清德,L1-01,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,赖清德,L1-03,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,赖清德,L1-06,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,赖清德,L1-07,0.0,2024-01-22/2024-01-28
2024-01-29/2024-02-04,柯文哲,L1-01,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,柯文哲,L1-03,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,柯文哲,L1-06,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,柯文哲,L1-07,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,赖清德,L1-01,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,赖清德,L1-03,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,赖清德,L1-06,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,赖清德,L1-07,0.0,2024-01-29/2024-02-04
2024-02-05/2024-02-11,柯文哲,L1-01,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,柯文哲,L1-03,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,柯文哲,L1-06,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,柯文哲,L1-07,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,赖清德,L1-01,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,赖清德,L1-03,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,赖清德,L1-06,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,赖清德,L1-07,0.0,2024-02-05/2024-02-11
2024-02-12/2024-02-18,柯文哲,L1-01,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,柯文哲,L1-03,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,柯文哲,L1-06,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,柯文哲,L1-07,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,赖清德,L1-01,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,赖清德,L1-03,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,赖清德,L1-06,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,赖清德,L1-07,0.0,2024-02-12/2024-02-18
2024-02-19/2024-02-25,柯文哲,L1-01,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,柯文哲,L1-03,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,柯文哲,L1-06,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,柯文哲,L1-07,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,赖清德,L1-01,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,赖清德,L1-03,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,赖清德,L1-06,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,赖清德,L1-07,0.0,2024-02-19/2024-02-25
2024-02-26/2024-03-03,柯文哲,L1-01,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,柯文哲,L1-03,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,柯文哲,L1-06,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,柯文哲,L1-07,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,赖清德,L1-01,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,赖清德,L1-03,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,赖清德,L1-06,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,赖清德,L1-07,0.0,2024-02-26/2024-03-03
2024-03-04/2024-03-10,柯文哲,L1-01,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,柯文哲,L1-03,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,柯文哲,L1-06,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,柯文哲,L1-07,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,赖清德,L1-01,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,赖清德,L1-03,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,赖清德,L1-06,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,赖清德,L1-07,0.0,2024-03-04/2024-03-10
2024-03-11/2024-03-17,柯文哲,L1-01,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,柯文哲,L1-03,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,柯文哲,L1-06,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,柯文哲,L1-07,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,赖清德,L1-01,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,赖清德,L1-03,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,赖清德,L1-06,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,赖清德,L1-07,0.0,2024-03-11/2024-03-17
2024-03-18/2024-03-24,柯文哲,L1-01,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,柯文哲,L1-03,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,柯文哲,L1-06,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,柯文哲,L1-07,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,赖清德,L1-01,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,赖清德,L1-03,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,赖清德,L1-06,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,赖清德,L1-07,0.0,2024-03-18/2024-03-24
2024-03-25/2024-03-31,柯文哲,L1-01,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,柯文哲,L1-03,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,柯文哲,L1-06,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,柯文哲,L1-07,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,赖清德,L1-01,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,赖清德,L1-03,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,赖清德,L1-06,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,赖清德,L1-07,0.0,2024-03-25/2024-03-31
2024-04-01/2024-04-07,柯文哲,L1-01,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,柯文哲,L1-03,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,柯文哲,L1-06,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,柯文哲,L1-07,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,赖清德,L1-01,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,赖清德,L1-03,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,赖清德,L1-06,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,赖清德,L1-07,0.0,2024-04-01/2024-04-07
2024-04-08/2024-04-14,柯文哲,L1-01,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,柯文哲,L1-03,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,柯文哲,L1-06,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,柯文哲,L1-07,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,赖清德,L1-01,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,赖清德,L1-03,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,赖清德,L1-06,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,赖清德,L1-07,0.0,2024-04-08/2024-04-14
2024-04-15/2024-04-21,柯文哲,L1-01,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,柯文哲,L1-03,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,柯文哲,L1-06,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,柯文哲,L1-07,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,赖清德,L1-01,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,赖清德,L1-03,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,赖清德,L1-06,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,赖清德,L1-07,0.0,2024-04-15/2024-04-21
2024-04-22/2024-04-28,柯文哲,L1-01,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,柯文哲,L1-03,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,柯文哲,L1-06,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,柯文哲,L1-07,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,赖清德,L1-01,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,赖清德,L1-03,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,赖清德,L1-06,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,赖清德,L1-07,0.0,2024-04-22/2024-04-28
2024-04-29/2024-05-05,柯文哲,L1-01,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,柯文哲,L1-03,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,柯文哲,L1-06,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,柯文哲,L1-07,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,赖清德,L1-01,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,赖清德,L1-03,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,赖清德,L1-06,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,赖清德,L1-07,0.0,2024-04-29/2024-05-05
2024-05-06/2024-05-12,柯文哲,L1-01,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,柯文哲,L1-03,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,柯文哲,L1-06,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,柯文哲,L1-07,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,赖清德,L1-01,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,赖清德,L1-03,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,赖清德,L1-06,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,赖清德,L1-07,0.0,2024-05-06/2024-05-12
2024-05-13/2024-05-19,柯文哲,L1-01,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,柯文哲,L1-03,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,柯文哲,L1-06,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,柯文哲,L1-07,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,赖清德,L1-01,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,赖清德,L1-03,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,赖清德,L1-06,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,赖清德,L1-07,0.0,2024-05-13/2024-05-19
2024-05-20/2024-05-26,柯文哲,L1-01,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,柯文哲,L1-03,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,柯文哲,L1-06,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,柯文哲,L1-07,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,赖清德,L1-01,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,赖清德,L1-03,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,赖清德,L1-06,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,赖清德,L1-07,0.0,2024-05-20/2024-05-26
2024-05-27/2024-06-02,柯文哲,L1-01,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,柯文哲,L1-03,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,柯文哲,L1-06,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,柯文哲,L1-07,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,赖清德,L1-01,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,赖清德,L1-03,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,赖清德,L1-06,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,赖清德,L1-07,0.0,2024-05-27/2024-06-02
2024-06-03/2024-06-09,柯文哲,L1-01,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,柯文哲,L1-03,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,柯文哲,L1-06,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,柯文哲,L1-07,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,赖清德,L1-01,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,赖清德,L1-03,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,赖清德,L1-06,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,赖清德,L1-07,0.0,2024-06-03/2024-06-09
2024-06-10/2024-06-16,柯文哲,L1-01,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,柯文哲,L1-03,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,柯文哲,L1-06,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,柯文哲,L1-07,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,赖清德,L1-01,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,赖清德,L1-03,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,赖清德,L1-06,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,赖清德,L1-07,0.0,2024-06-10/2024-06-16
2024-06-17/2024-06-23,柯文哲,L1-01,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,柯文哲,L1-03,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,柯文哲,L1-06,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,柯文哲,L1-07,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,赖清德,L1-01,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,赖清德,L1-03,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,赖清德,L1-06,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,赖清德,L1-07,0.0,2024-06-17/2024-06-23
2024-06-24/2024-06-30,柯文哲,L1-01,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,柯文哲,L1-03,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,柯文哲,L1-06,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,柯文哲,L1-07,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,赖清德,L1-01,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,赖清德,L1-03,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,赖清德,L1-06,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,赖清德,L1-07,0.0,2024-06-24/2024-06-30
2024-07-01/2024-07-07,柯文哲,L1-01,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,柯文哲,L1-03,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,柯文哲,L1-06,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,柯文哲,L1-07,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,赖清德,L1-01,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,赖清德,L1-03,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,赖清德,L1-06,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,赖清德,L1-07,0.0,2024-07-01/2024-07-07
2024-07-08/2024-07-14,柯文哲,L1-01,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,柯文哲,L1-03,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,柯文哲,L1-06,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,柯文哲,L1-07,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,赖清德,L1-01,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,赖清德,L1-03,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,赖清德,L1-06,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,赖清德,L1-07,0.0,2024-07-08/2024-07-14
2024-07-15/2024-07-21,柯文哲,L1-01,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,柯文哲,L1-03,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,柯文哲,L1-06,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,柯文哲,L1-07,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,赖清德,L1-01,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,赖清德,L1-03,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,赖清德,L1-06,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,赖清德,L1-07,0.0,2024-07-15/2024-07-21
2024-07-22/2024-07-28,柯文哲,L1-01,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,柯文哲,L1-03,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,柯文哲,L1-06,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,柯文哲,L1-07,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,赖清德,L1-01,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,赖清德,L1-03,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,赖清德,L1-06,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,赖清德,L1-07,0.0,2024-07-22/2024-07-28
2024-07-29/2024-08-04,柯文哲,L1-01,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,柯文哲,L1-03,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,柯文哲,L1-06,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,柯文哲,L1-07,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,赖清德,L1-01,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,赖清德,L1-03,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,赖清德,L1-06,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,赖清德,L1-07,0.0,2024-07-29/2024-08-04
2024-08-05/2024-08-11,柯文哲,L1-01,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,柯文哲,L1-03,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,柯文哲,L1-06,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,柯文哲,L1-07,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,赖清德,L1-01,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,赖清德,L1-03,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,赖清德,L1-06,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,赖清德,L1-07,0.0,2024-08-05/2024-08-11
2024-08-12/2024-08-18,柯文哲,L1-01,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,柯文哲,L1-03,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,柯文哲,L1-06,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,柯文哲,L1-07,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,赖清德,L1-01,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,赖清德,L1-03,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,赖清德,L1-06,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,赖清德,L1-07,0.0,2024-08-12/2024-08-18
2024-08-19/2024-08-25,柯文哲,L1-01,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,柯文哲,L1-03,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,柯文哲,L1-06,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,柯文哲,L1-07,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,赖清德,L1-01,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,赖清德,L1-03,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,赖清德,L1-06,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,赖清德,L1-07,0.0,2024-08-19/2024-08-25
2024-08-26/2024-09-01,柯文哲,L1-01,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,柯文哲,L1-03,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,柯文哲,L1-06,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,柯文哲,L1-07,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,赖清德,L1-01,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,赖清德,L1-03,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,赖清德,L1-06,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,赖清德,L1-07,0.0,2024-08-26/2024-09-01
2024-09-02/2024-09-08,柯文哲,L1-01,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,柯文哲,L1-03,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,柯文哲,L1-06,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,柯文哲,L1-07,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,赖清德,L1-01,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,赖清德,L1-03,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,赖清德,L1-06,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,赖清德,L1-07,0.0,2024-09-02/2024-09-08
